Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Industry_Consumer Goods,Industry_Energy,Industry_Finance,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Technology,Industry_Transportation,Industry_Utilities,Region_Africa,Region_Asia,Region_Europe,Region_Latin America,Region_Middle East,Region_North America,Region_Oceania,ESG_Overall
-0.10761916686494585,-1.4079814248358133,0.14865008434768018,0.08867927696173887,0.31043356357481366,0.23183217574766923,0.6069231420126074,-0.23893603199699365,-0.32827525824687154,-0.26455833027540604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0
-0.4863421795389416,-0.6233269911519804,-0.36088288383377304,-0.00259479137117866,-1.9078035453548392,-0.5596639870127553,-0.7649246653669148,-0.254624174267214,-0.40664170928757765,-0.26104589720807425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.5
-0.48823045533970255,-0.2995013518538907,-0.35812717622190543,-1.1891576796991068,-1.7700941946326962,-0.6198865211358311,-0.6856271042467112,-0.2584421184979003,-0.4086732372006268,-0.2623075193129458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.9
-0.483386051216371,-0.5485979974678059,-0.3559666751467299,1.1839680969567494,-1.7031004564435455,-0.5166478912105583,-0.7332056409188336,-0.25202484965523964,-0.40525855991378773,-0.26018695020427723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.9
-0.4810680298885404,-0.9720622950114618,-0.36218181522600185,0.16854408675304172,-1.7217098281627539,-0.5037430624698994,-0.6856271042467112,-0.2485056290431812,-0.4033859414650712,-0.2590240323811862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.2
-0.47815096934115797,-0.7229656493975466,-0.3559337908076861,0.30545518925241805,-1.4797879958130435,-0.47363179540836137,-0.7768192995349454,-0.2467052787285908,-0.402428034166895,-0.25842911601183566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.8
-0.47615851280656196,-1.0218816241342448,-0.362977616230861,-0.014004049912793312,-1.3718536398416346,-0.5424575486918766,-0.7213110067508028,-0.24509661555257095,-0.40157196505920545,-0.2578975376221876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.8
-0.4747911406749764,-0.7976946430817211,-0.36125776529887205,-0.1965521865786284,-1.3420786450909008,-0.4607269666677024,-0.7371705189748435,-0.24354920588824883,-0.4007486203057854,-0.2573862002895823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.6
0.13574702737381458,1.2822623477944706,0.3971734766709477,-0.00259479137117866,1.6019239608878832,-0.3617899463226491,-1.2644993004241978,-0.26915661775046196,-0.3651598814908641,-0.27055011670348766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2
0.15603622528819755,1.7680008067416055,0.46114666984669156,-0.1965521865786284,1.6503083273578256,-0.4048060421248461,-1.224850519864096,-0.2686804202132917,-0.36424761375877585,-0.2704557017916266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6
0.19570303969590652,1.5562686579697773,0.7279438893765803,0.12290705258658302,1.691248945140084,-0.31017063136001294,-1.205026129584045,-0.2671663296166892,-0.36134727605610817,-0.27015550821912204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9
0.2583937962811694,1.8925491295485632,0.6802615977631185,0.45377555029340916,1.6800833221085592,-0.3574883367424297,-1.1931314954160144,-0.2637300650099867,-0.35476479401103894,-0.26947420290992663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6
0.3301352541183553,2.1541006074431737,1.0388784687710129,0.49941258445986775,1.691248945140084,-0.3660915559028689,-1.1495178367999024,-0.2601125818479267,-0.347835172015879,-0.2687569704018917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
0.2772765542887787,2.453016582179872,0.9029905145404552,-1.2576132309487948,1.691248945140084,-0.15961429605232347,-1.0464310073436378,-0.26288607307147543,-0.3531480363802373,-0.2693068659997875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4
0.2331039231427023,2.303558594811523,0.8702541550223855,-1.177748421157492,1.691248945140084,0.021053306316904028,-1.030571495119597,-0.2652039759268946,-0.35758816403246474,-0.2697664328322774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
-0.16583015189530007,0.6470659014789872,-0.23775405315219708,-0.00259479137117866,0.6454022545205669,-1.5275261425621875,-0.45169929894211064,-0.29437193607170925,-0.41676889338711676,-0.27503611209882745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.5
-0.17540175681639858,0.8338883856894236,-0.06047129293334594,-0.8582891819922807,0.7310053644289258,-1.6608760395489983,-0.5309968600623143,-0.29487661471516646,-0.4175744360918142,-0.2751611866573337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5
-0.18764299304202114,1.1203495281454257,-0.04451252319540594,-0.960972508866813,0.7496147361481343,-1.5447325808830668,-0.4437695428300902,-0.29528191015088917,-0.4182215056569027,-0.27526163595126096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.3
-0.16088156703813347,1.4566299997242116,-0.12321461182885297,0.3739107405021062,0.7905553539303928,-1.5447325808830668,-0.35654222559786636,-0.29463127267099015,-0.41718287828486184,-0.2751003849064656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.4
-0.16244427804565978,1.2947171800751667,0.008253687234222259,-0.5958762355351427,0.8352178460564933,-1.4716052180193318,-0.40015588421397813,-0.2948009566516326,-0.4174536614083237,-0.2751424331960494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0
-0.0978392004761772,1.0456205344612515,-0.03447622291924829,1.5148365946635758,0.7793897308988679,-1.381271416834718,-0.328788079205795,-0.29283051235966817,-0.4143082837408862,-0.2746540926306628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.8
-0.11384396571159226,1.0456205344612515,-0.07652871568841729,-0.9837910259500422,0.8910459612141188,-1.3726681976742785,-0.37636661587791725,-0.29363350462502164,-0.4155900312489131,-0.2748530998854763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.5
-0.21555040711809478,-1.258523437467464,-0.3570518583351742,-0.00259479137117866,0.0871211029443117,0.9545025852245785,0.9082538742693815,0.0029181973169295815,-0.2696014509560899,-0.17594171442727974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.1
-0.1848952261871208,-1.482710418519988,0.025531118967817318,0.6020959113344,0.057346108193578216,0.9588041948047986,0.8487807034292288,0.03610240344493716,-0.25194391298194807,-0.16497608519407836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.4
-0.1934380463615978,-1.8563553869408607,-0.2390760035817565,-0.846879923450666,0.21366483063492941,0.9114864894223815,0.7615533861970047,0.015373023362578633,-0.26297411472943527,-0.17182605179608507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.7
-0.1981912923428236,-2.3794583427300826,-0.31301972835557046,-0.7213780794929043,0.20249920760340442,0.7953430307564495,0.6624314347967503,0.011546250535605719,-0.26501035494949926,-0.17309059489955003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.9
-0.18173073639688003,-2.41682283957217,-0.09927152457108639,0.0316329842536654,0.2881023175117634,0.8254542978179876,0.7655182642530147,0.020854460998854484,-0.26005745848210526,-0.17001472647819724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.7
-0.18635375646081195,-2.778012975712347,-0.028389331762247047,-0.7099688209512895,0.3513741813570724,0.846962345719086,0.8923943620453406,0.01146619184048626,-0.2650530275074666,-0.17311704917530765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.5
-0.198946602663128,-2.41682283957217,-0.11721650838726992,-0.9837910259500422,0.35881793004475593,0.889978441521283,0.8765348498213001,-0.0011698800936357828,-0.27177670423309064,-0.17729260853554288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.8
0.08722485059012343,-0.5859624943098931,-0.21429765411227822,-0.00259479137117866,0.7458928618042924,-0.7532364181226419,-0.13054417640528596,-0.2183124584044977,-0.1574035152922611,-0.2604693278530794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0
0.14146394514301497,-0.2372271904504119,-0.16066987399970334,0.46518480883502383,0.6751772492713003,-0.7016171031600056,-0.18605246918942844,-0.208764727850661,-0.1269209974526044,-0.25857631483148724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.4
0.15597111232955063,-0.5610528297485017,-0.11063306371070782,-0.29923551345316063,0.8649928408072268,-0.7102203223204449,-0.2019119814134691,-0.21173635682802372,-0.13640835497746664,-0.25916549758949875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.9
0.17270514270181128,-0.8226043076431127,-0.2797309119415654,-0.2650077378283166,0.8612709664633853,-0.6973154935797858,-0.2613851522536218,-0.20931557212609392,-0.1286796478835185,-0.25868552712119447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.4
0.1858709829402203,-1.1962492760639853,-0.32382881059925667,-0.33346328907800477,0.8910459612141188,-0.6715058360984676,-0.2019119814134691,-0.20832753466922155,-0.1255251946618303,-0.2584896332498538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.4
0.29050750748583465,-0.9222429658886787,-0.21516908909693805,1.1383310627902907,0.8836022125264353,-0.6930138839995661,-0.22966612780554047,-0.19375387284789225,-0.07899666058215024,-0.25560013429348216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.9
0.32251703795666464,-1.6446232381690329,0.3329174781794274,-0.10527811824571089,0.8724365894949103,-0.8607766576281343,-0.1424388105733164,-0.18905919160639933,-0.06400820820717171,-0.2546693301823599,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.3
0.4032310614953974,-0.03794987395927981,0.12214201864449975,-0.00259479137117866,0.5523553959245244,1.4276796390487454,0.6069231420126074,-0.16631730156741653,0.00859858195221692,-0.2501603326005091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.4
0.44288485331137695,-0.06285953852067123,0.2163096119302304,-0.05964108407925212,0.5486335215806823,1.5137118306531394,0.6663963128527601,-0.1601543673639115,0.028274645362644884,-0.24893842036055894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.5
0.4015511471623067,-0.025495041678584095,0.09526235991012479,-1.0408373186581157,0.6416803801767248,1.6169504605784124,0.6267475322926583,-0.16974990353665023,-0.002360498865324672,-0.25084090630523304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.8
0.3858849693118556,-0.3368658486959781,-0.0599254129052194,-0.7441965965761337,0.5560772702683658,1.6427601180597304,0.6663963128527601,-0.16904200317990747,-0.00010042406205744311,-0.2507005547615048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.6
0.35115371716958393,-0.1500433644855417,-0.10131693045960868,-0.9837910259500422,0.4704741603600069,1.9008566928729123,0.5593446053404857,-0.17126888676091626,-0.007210073638171822,-0.25114207264072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0
0.35911052071623856,-0.2745916872924993,-0.1325603409850915,-0.4475558744941517,0.5821303906752578,1.8750470353915945,0.6426070445166993,-0.17394283077803785,-0.01574702865010372,-0.25167223659505666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.5
0.3129584556272956,-0.1002240353627586,-0.004317995582209759,-1.1435206455326479,0.7272834900850839,1.7416971384047835,0.5831338736765466,-0.18555981483614928,-0.052835939129682576,-0.253975514436703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.2
-0.3260991883088502,0.12396294568976515,-0.21557356646717638,-0.00259479137117866,-0.6237568967294529,0.9932170714465561,0.5117660686683635,-0.285683667999722,-0.39681881805027236,-0.27382690538986443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.8
-0.2907298291718386,-0.1500433644855417,-0.22625111135468745,1.5262458532051901,-0.6163131480417694,1.036233167248753,0.3531709464279562,-0.28224447874966757,-0.3902307510487411,-0.27314502834532284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.8
-0.2486408127024639,0.5474272432334211,-0.10270793800116002,1.5376551117468051,-0.6460881427925029,0.9717090235454576,0.610888020068618,-0.27794705700795846,-0.381998699753656,-0.272292982810373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.2
-0.18477802286155628,0.39796925586507176,-0.18321537684810987,2.130936555910769,-0.5121006664142019,1.165281454655344,0.686220703132811,-0.27254942270361715,-0.37165902551372715,-0.2712228026281511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.5
-0.10229292684762709,0.036779119724894706,-0.08872551703975039,2.256438399868531,-0.523266289445727,1.2556152558399576,0.5870987517325565,-0.26452351801805213,-0.35628477481814763,-0.26963152225809967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.3
-0.053314959353407375,-0.1002240353627586,-0.014864003113545793,0.7846440480002351,-0.5530412841964604,1.294329742061935,0.5593446053404857,-0.25955430296509446,-0.3467657401183525,-0.26864628406465685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.1
0.052806140649356924,-0.2995013518538907,-0.1350168011116609,2.0396624875778513,-0.5530412841964604,1.277123303741056,0.6545016786847297,-0.24928850413557185,-0.3271006720909591,-0.26661089539363214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.8
5.82444484029657,0.12396294568976515,5.751934286069566,-0.00259479137117866,1.0101459402170534,0.3393724152531617,-0.328788079205795,0.11360840424738716,0.3680599931773249,-0.19465991508570582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.2
6.788272899371866,-0.18740786132762885,4.0447142287072735,1.1839680969567494,0.9319865789963773,0.6017705996465631,-0.1820875911334182,0.1882700117248408,0.511080779965213,-0.17985687949825616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.8
7.36591600071223,-0.287046519573195,2.4637437258018102,0.35109222341887686,0.9170990816210108,0.5544528942641467,-0.09089539584518415,0.22973530450414764,0.5905111652119285,-0.1716356259907568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0
8.03350614312746,0.011869455163503273,6.992867569526862,0.419547774668565,0.9357084533402193,0.6619931337696391,-0.19794710335745913,0.2719239955166509,0.6713273177807753,-0.1632709427814568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.1
8.921034837260285,0.011869455163503273,6.720045939084155,0.6363236869592442,0.8649928408072268,0.7523269349542526,-0.328788079205795,0.3443928311411631,0.8101476064546332,-0.14890266721562329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.2
9.772035161592182,0.32324026218089724,9.950741520967787,0.47659406737663845,0.9952584428416863,0.8125494690773286,-0.33275295726180526,0.3764427403115866,0.871542072926907,-0.14254818109671513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.8
9.848399639493302,0.13641777797046087,8.31577493335246,-0.47037439157738103,1.0138678145608948,0.8942800511015031,-0.2732797864216525,0.37779671351795013,0.8741357616138333,-0.1422797283196858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0
-0.37654870866849055,0.011869455163503273,-0.3205107807897406,-0.00259479137117866,-0.3706694413482172,0.8942800511015031,0.30559240975583396,-0.03721020545316276,-0.17707477913072955,-0.012399820937324463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.5
-0.41159250301226746,-0.3742303455380652,-0.3438882574159544,-3.3340982855226686,-0.32972882356595845,0.8856768319410636,0.3412763122599255,-0.10415471778327601,-0.24119374444206285,-0.07876472743162333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.1
-0.4392524878454828,-0.013040209397888159,-0.3375613105839337,-3.4596001294804304,-0.36322569266053395,0.7910414211762301,0.285768019475783,-0.15426306966163475,-0.2891871951487341,-0.12843923492918752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.6
-0.4457377385267169,-0.6108721588712847,-0.3473641320528806,-1.4629798846978592,-0.12874760899850676,0.8211526882377681,0.31748704392386434,-0.17316266166407557,-0.30728917348632784,-0.1471751837701612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.2
-0.4540201068666062,-1.5574394122041624,-0.3532767362129498,-1.816666899487915,0.09828672597583696,0.8340575169784271,0.4285036294921496,-0.19376748473938066,-0.3270243152643303,-0.16760162396680456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.3
-0.4674854667147911,-1.569894244484858,-0.317633401123411,-2.8663186853164664,0.2694929457925549,0.7222156678927152,0.4166089953241189,-0.21986112539213,-0.3520166463719605,-0.19346932635571756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.8
-0.47374933333662556,-1.2460686051867684,-0.36370436012372825,-1.9079409678208326,0.3513741813570724,0.6060722092267832,0.3809250928200273,-0.23148907002953228,-0.3631538349416728,-0.20499659750305044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.4
-0.11888370871086451,-0.18740786132762885,-0.27570915727651274,-0.00259479137117866,1.3339490081312813,-0.4908382337292401,-1.0345363731756072,-0.2951730970183283,-0.41804776115196796,-0.2752346668427271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.8
-0.10317846308522534,-0.013040209397888159,-0.165398641954197,-0.10527811824571089,1.3748896259135397,-0.5123462816303386,-0.9036953973272712,-0.2949332489303551,-0.4176648425745427,-0.27517522262460037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.1
-0.034275930245045466,-0.1002240353627586,-0.1368747662676337,1.3322884579977405,1.2855646416613387,-0.6413945690369296,-0.9512739339993933,-0.2929767991934953,-0.41454180473295316,-0.27469034769669143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.9
-0.007814023850933636,-0.17495302904693313,-0.22510344792206,0.06586075987850956,1.2632333955982888,-0.7059187127402251,-0.9948875926155054,-0.29224511902632094,-0.4133737634478946,-0.2745090073350398,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.8
-0.011160829925385803,-0.12513369992415005,-0.20422846949707685,-0.6301040111599868,1.2222927778160302,-0.6284897402962706,-0.9869578365034851,-0.2921559857368759,-0.4132314343230586,-0.274486918299295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.1
